complexity,industry,business_description,domain
2,realestate,"A property price predictor in Los Angelos, specializing in staging services.",urbanPropertylos angelos.property
3,realestate,"A property price predictor located in Los Angelos that offers market analysis, targets millennials, and emphasizes tech-savvy vibe.",luxPropertylos angelos.com
1,realestate,A property price predictor in Lille.,primePropertylille.property
2,realestate,"A property price predictor in Lille, specializing in AI-driven property valuations.",estatepropertylille.estate
3,realestate,"A property price predictor located in Lille that offers AI-driven property valuations, targets millennials, and emphasizes luxury experience.",residencePropertylille.property
1,realestate,A AI-powered listing recommender in Paris.,estateAi-poweredparis.estate
2,realestate,"A AI-powered listing recommender in Paris, specializing in market analysis.",ai-poweredlistingrecommenderparis.homes
3,realestate,"A AI-powered listing recommender located in Paris that offers holiday rentals, targets small businesses, and emphasizes tech-savvy vibe.",ai-poweredlistingrecommenderparis.net
1,realestate,A AI-powered listing recommender in London.,ai-powered-listing-recommender-london.homes
2,realestate,"A AI-powered listing recommender in London, specializing in market analysis.",estaterecommenderlondon.com
3,realestate,"A AI-powered listing recommender located in London that offers market analysis, targets local foodies, and emphasizes luxury experience.",estateAi-poweredlondon.homes
1,realestate,A AI-powered listing recommender in Berlin.,urbanAi-poweredberlin.net
2,realestate,"A AI-powered listing recommender in Berlin, specializing in AI-driven property valuations.",ai-powered-listing-recommender-berlin.property
3,realestate,"A AI-powered listing recommender located in Berlin that offers holiday rentals, targets health-conscious clients, and emphasizes educational excellence.",residencerecommenderberlin.property
1,realestate,A AI-powered listing recommender in Tokyo.,ai-powered-listing-recommender-tokyo.homes
2,realestate,"A AI-powered listing recommender in Tokyo, specializing in market analysis.",ai-poweredlistingrecommendertokyo.com
3,realestate,"A AI-powered listing recommender located in Tokyo that offers AI-driven property valuations, targets high-net-worth individuals, and emphasizes tech-savvy vibe.",residenceai-poweredtokyo.estate
1,realestate,A AI-powered listing recommender in New York.,ai-poweredlistingrecommendernew york.property
2,realestate,"A AI-powered listing recommender in New York, specializing in market analysis.",residenceAi-powerednew york.property
3,realestate,"A AI-powered listing recommender located in New York that offers virtual home tours, targets small businesses, and emphasizes educational excellence.",estateAi-powerednew york.net
1,realestate,A AI-powered listing recommender in Rome.,ai-poweredlistingrecommenderrome.estate
2,realestate,"A AI-powered listing recommender in Rome, specializing in virtual home tours.",luxrecommenderrome.com
3,realestate,"A AI-powered listing recommender located in Rome that offers holiday rentals, targets millennials, and emphasizes educational excellence.",urbanAi-poweredrome.com
1,realestate,A AI-powered listing recommender in Sydney.,homeai-poweredsydney.property
2,realestate,"A AI-powered listing recommender in Sydney, specializing in AI-driven property valuations.",estateAi-poweredsydney.estate
3,realestate,"A AI-powered listing recommender located in Sydney that offers staging services, targets local foodies, and emphasizes financial empowerment.",primeAi-poweredsydney.com
1,realestate,A AI-powered listing recommender in Toronto.,ai-powered-listing-recommender-toronto.property
2,realestate,"A AI-powered listing recommender in Toronto, specializing in holiday rentals.",ai-powered-listing-recommender-toronto.homes
3,realestate,"A AI-powered listing recommender located in Toronto that offers market analysis, targets students, and emphasizes educational excellence.",ai-poweredlistingrecommendertoronto.net
1,realestate,A AI-powered listing recommender in Dubai.,ai-poweredlistingrecommenderdubai.estate
2,realestate,"A AI-powered listing recommender in Dubai, specializing in market analysis.",primeai-powereddubai.homes
3,realestate,"A AI-powered listing recommender located in Dubai that offers virtual home tours, targets millennials, and emphasizes luxury experience.",ai-powered-listing-recommender-dubai.property
1,realestate,A AI-powered listing recommender in Beirut.,urbanAi-poweredbeirut.estate
2,realestate,"A AI-powered listing recommender in Beirut, specializing in virtual home tours.",estatelistingbeirut.net
3,realestate,"A AI-powered listing recommender located in Beirut that offers market analysis, targets students, and emphasizes financial empowerment.",luxAi-poweredbeirut.property
1,realestate,A AI-powered listing recommender in Toulouse.,ai-poweredlistingrecommendertoulouse.net
2,realestate,"A AI-powered listing recommender in Toulouse, specializing in holiday rentals.",residencelistingtoulouse.com
3,realestate,"A AI-powered listing recommender located in Toulouse that offers market analysis, targets local foodies, and emphasizes educational excellence.",urbanlistingtoulouse.com
1,realestate,A AI-powered listing recommender in Istanbul.,ai-poweredlistingrecommenderistanbul.estate
2,realestate,"A AI-powered listing recommender in Istanbul, specializing in AI-driven property valuations.",ai-poweredlistingrecommenderistanbul.estate
3,realestate,"A AI-powered listing recommender located in Istanbul that offers staging services, targets small businesses, and emphasizes community focus.",ai-powered-listing-recommender-istanbul.net
1,realestate,A AI-powered listing recommender in Los Angelos.,urbanAi-poweredlos angelos.homes
2,realestate,"A AI-powered listing recommender in Los Angelos, specializing in AI-driven property valuations.",estaterecommenderlos angelos.estate
3,realestate,"A AI-powered listing recommender located in Los Angelos that offers AI-driven property valuations, targets local foodies, and emphasizes financial empowerment.",ai-powered-listing-recommender-los angelos.estate
1,realestate,A AI-powered listing recommender in Lille.,urbanAi-poweredlille.net
2,realestate,"A AI-powered listing recommender in Lille, specializing in AI-driven property valuations.",ai-powered-listing-recommender-lille.net
3,realestate,"A AI-powered listing recommender located in Lille that offers market analysis, targets local foodies, and emphasizes eco-friendly ethos.",homeAi-poweredlille.com
1,realestate,A tenant screening platform in Paris.,tenant-screening-platform-paris.estate
2,realestate,"A tenant screening platform in Paris, specializing in staging services.",stagingscreeningparis.homes
3,realestate,"A tenant screening platform located in Paris that offers AI-driven property valuations, targets millennials, and emphasizes financial empowerment.",tenant-screening-platform-paris.property
1,realestate,A tenant screening platform in London.,tenantscreeningplatformlondon.homes
2,realestate,"A tenant screening platform in London, specializing in virtual home tours.",tenantscreeningplatformlondon.homes
3,realestate,"A tenant screening platform located in London that offers staging services, targets health-conscious clients, and emphasizes educational excellence.",tenant-screening-platform-london.com
1,realestate,A tenant screening platform in Berlin.,primeTenantberlin.homes
2,realestate,"A tenant screening platform in Berlin, specializing in market analysis.",tenantscreeningplatformberlin.estate
3,realestate,"A tenant screening platform located in Berlin that offers AI-driven property valuations, targets students, and emphasizes financial empowerment.",tenant-screening-platform-berlin.property
1,realestate,A tenant screening platform in Tokyo.,tenantscreeningplatformtokyo.com
2,realestate,"A tenant screening platform in Tokyo, specializing in virtual home tours.",virtualscreeningtokyo.homes
3,realestate,"A tenant screening platform located in Tokyo that offers staging services, targets health-conscious clients, and emphasizes tech-savvy vibe.",tenant-screening-platform-tokyo.estate
1,realestate,A tenant screening platform in New York.,tenantscreeningplatformnew york.com
2,realestate,"A tenant screening platform in New York, specializing in staging services.",luxTenantnew york.net
